query_id,query_text,tau_method,rank,cve_id,title,score
1,directory traversal in backup restore endpoint,Taumode,17,CVE-2026-31611,ksmbd: require 3 sub-authorities before reading sub_auth[2],0.905971
1,directory traversal in backup restore endpoint,Taumode,18,CVE-2011-0959,(no title),0.905939
1,directory traversal in backup restore endpoint,Taumode,19,CVE-2019-0071,"Junos OS: EX2300, EX3400 Series: Veriexec signature checking not enforced in specific versions of Junos OS",0.905837
1,directory traversal in backup restore endpoint,Taumode,20,CVE-2024-35857,icmp: prevent possible NULL dereferences from icmp_build_probe(),0.905583
1,directory traversal in backup restore endpoint,Taumode,21,CVE-2007-0274,(no title),0.905117
1,directory traversal in backup restore endpoint,Taumode,22,CVE-2008-4155,(no title),0.904659
1,directory traversal in backup restore endpoint,Taumode,23,CVE-2009-3304,(no title),0.904406
1,directory traversal in backup restore endpoint,Taumode,24,CVE-2022-25412,(no title),0.904220
1,directory traversal in backup restore endpoint,Taumode,25,CVE-2025-22094,powerpc/perf: Fix ref-counting on the PMU 'vpa_pmu',0.904033
2,improper signature verification in software update channel,Cosine,1,CVE-2019-1010304,(no title),0.866094
2,improper signature verification in software update channel,Cosine,2,CVE-2026-24516,(no title),0.864798
2,improper signature verification in software update channel,Cosine,3,CVE-2026-33726,Cilium L7 proxy may bypass Kubernetes NetworkPolicy for same-node traffic,0.855278
2,improper signature verification in software update channel,Cosine,4,CVE-2021-35975,(no title),0.854485
2,improper signature verification in software update channel,Cosine,5,CVE-2024-36105,dbt allows Binding to an Unrestricted IP Address via socketsocket,0.852153
2,improper signature verification in software update channel,Cosine,6,CVE-2025-34234,Vasion Print (formerly PrinterLogic) Hardcoded Encryption Private Keys,0.851025
2,improper signature verification in software update channel,Cosine,7,CVE-2025-62603,FastDDS has Out-of-memory while parsing GenericMessage when DDS Security is enabled,0.847858
2,improper signature verification in software update channel,Cosine,8,CVE-2014-2225,(no title),0.847369
2,improper signature verification in software update channel,Cosine,9,CVE-2023-35165,AWS CDK EKS overly permissive trust policies,0.846951
2,improper signature verification in software update channel,Cosine,10,CVE-2021-32635,Action Commands (run/shell/exec) Against Library URIs Ignore Configured Remote Endpoint,0.846795
2,improper signature verification in software update channel,Cosine,11,CVE-2026-23990,Flux Operator Web UI Impersonation Bypass via Empty OIDC Claims,0.846405
2,improper signature verification in software update channel,Cosine,12,CVE-2026-40566,FreeScout vulnerable to SSRF via IMAP/SMTP Connection Test Endpoints,0.846113
2,improper signature verification in software update channel,Cosine,13,CVE-2023-53103,bonding: restore bond's IFF_SLAVE flag if a non-eth dev enslave fails,0.845514
2,improper signature verification in software update channel,Cosine,14,CVE-2022-23653,B2 Command Line Tool TOCTOU application key disclosure ,0.845278
2,improper signature verification in software update channel,Cosine,15,CVE-2021-41090,Instance config inline secret exposure,0.844614
2,improper signature verification in software update channel,Cosine,16,CVE-2022-25223,(no title),0.843804
2,improper signature verification in software update channel,Cosine,17,CVE-2024-29737,Apache StreamPark (incubating): maven build params could trigger remote command execution,0.843770
2,improper signature verification in software update channel,Cosine,18,CVE-2025-40362,ceph: fix multifs mds auth caps issue,0.843360
2,improper signature verification in software update channel,Cosine,19,CVE-2025-30162,East-west traffic not subject to egress policy enforcement for requests via Gateway API load balancers,0.843232
2,improper signature verification in software update channel,Cosine,20,CVE-2025-66002,Local users can perform arbitrary unmounts via smb4k mount helper due to lack of input validation,0.843047
2,improper signature verification in software update channel,Cosine,21,CVE-2023-22958,(no title),0.842994
2,improper signature verification in software update channel,Cosine,22,CVE-2022-50255,tracing: Fix reading strings from synthetic events,0.842775
2,improper signature verification in software update channel,Cosine,23,CVE-2023-52137,GitHub Action tj-actions/verify-changed-files is vulnerable to command injection in output filenames,0.842460
2,improper signature verification in software update channel,Cosine,24,CVE-2023-39903,(no title),0.842453
2,improper signature verification in software update channel,Cosine,25,CVE-2026-40569,FreeScout's Mass Assignment in Mailbox Connection Settings Enables Silent Email Exfiltration,0.841920
2,improper signature verification in software update channel,Hybrid,1,CVE-2024-48569,(no title),0.878586
2,improper signature verification in software update channel,Hybrid,2,CVE-2021-41090,Instance config inline secret exposure,0.866817
2,improper signature verification in software update channel,Hybrid,3,CVE-2007-2891,(no title),0.865954
2,improper signature verification in software update channel,Hybrid,4,CVE-2017-17662,(no title),0.864190
2,improper signature verification in software update channel,Hybrid,5,CVE-2012-2090,(no title),0.863489
2,improper signature verification in software update channel,Hybrid,6,CVE-2011-4544,(no title),0.862844
2,improper signature verification in software update channel,Hybrid,7,CVE-2021-37306,(no title),0.861850
2,improper signature verification in software update channel,Hybrid,8,CVE-2007-6548,(no title),0.859477
2,improper signature verification in software update channel,Hybrid,9,CVE-2013-7190,(no title),0.858304
2,improper signature verification in software update channel,Hybrid,10,CVE-2021-39412,(no title),0.857867
2,improper signature verification in software update channel,Hybrid,11,CVE-2012-3469,(no title),0.857235
2,improper signature verification in software update channel,Hybrid,12,CVE-2024-26645,tracing: Ensure visibility when inserting an element into tracing_map,0.856350
2,improper signature verification in software update channel,Hybrid,13,CVE-2014-2027,(no title),0.853473
2,improper signature verification in software update channel,Hybrid,14,CVE-2018-10642,(no title),0.853426
2,improper signature verification in software update channel,Hybrid,15,CVE-2026-23189,ceph: fix NULL pointer dereference in ceph_mds_auth_match(),0.852759
2,improper signature verification in software update channel,Hybrid,16,CVE-2019-14969,(no title),0.852374
2,improper signature verification in software update channel,Hybrid,17,CVE-2006-2768,(no title),0.852357
2,improper signature verification in software update channel,Hybrid,18,CVE-2023-53664,OPP: Fix potential null ptr dereference in dev_pm_opp_get_required_pstate(),0.852047
2,improper signature verification in software update channel,Hybrid,19,CVE-2011-0434,(no title),0.850864
2,improper signature verification in software update channel,Hybrid,20,CVE-2008-0645,(no title),0.850715
2,improper signature verification in software update channel,Hybrid,21,CVE-2012-1259,(no title),0.850560
2,improper signature verification in software update channel,Hybrid,22,CVE-2026-40566,FreeScout vulnerable to SSRF via IMAP/SMTP Connection Test Endpoints,0.849687
2,improper signature verification in software update channel,Hybrid,23,CVE-2013-4386,(no title),0.849521
2,improper signature verification in software update channel,Hybrid,24,CVE-2000-0723,(no title),0.849343
2,improper signature verification in software update channel,Hybrid,25,CVE-2010-3209,(no title),0.849339
2,improper signature verification in software update channel,Taumode,1,CVE-2024-48569,(no title),0.929110
2,improper signature verification in software update channel,Taumode,2,CVE-2007-2891,(no title),0.920055
2,improper signature verification in software update channel,Taumode,3,CVE-2017-17662,(no title),0.918650
2,improper signature verification in software update channel,Taumode,4,CVE-2011-4544,(no title),0.912154
2,improper signature verification in software update channel,Taumode,5,CVE-2013-7190,(no title),0.911932
2,improper signature verification in software update channel,Taumode,6,CVE-2012-5693,(no title),0.911543
2,improper signature verification in software update channel,Taumode,7,CVE-2000-0723,(no title),0.911023
2,improper signature verification in software update channel,Taumode,8,CVE-2012-2090,(no title),0.910959
2,improper signature verification in software update channel,Taumode,9,CVE-2019-14969,(no title),0.909550
2,improper signature verification in software update channel,Taumode,10,CVE-2021-39412,(no title),0.909445
2,improper signature verification in software update channel,Taumode,11,CVE-2021-37306,(no title),0.909334
2,improper signature verification in software update channel,Taumode,12,CVE-2026-23189,ceph: fix NULL pointer dereference in ceph_mds_auth_match(),0.908658
2,improper signature verification in software update channel,Taumode,13,CVE-2012-1259,(no title),0.908490
2,improper signature verification in software update channel,Taumode,14,CVE-2023-33592,(no title),0.907958
2,improper signature verification in software update channel,Taumode,15,CVE-2005-4427,(no title),0.907820
2,improper signature verification in software update channel,Taumode,16,CVE-2012-1152,(no title),0.907274
2,improper signature verification in software update channel,Taumode,17,CVE-2012-2054,(no title),0.906796
2,improper signature verification in software update channel,Taumode,18,CVE-2013-4386,(no title),0.906146
2,improper signature verification in software update channel,Taumode,19,CVE-2011-5287,(no title),0.904828
2,improper signature verification in software update channel,Taumode,20,CVE-2013-7189,(no title),0.903959
2,improper signature verification in software update channel,Taumode,21,CVE-2022-23882,(no title),0.902761
2,improper signature verification in software update channel,Taumode,22,CVE-2014-2027,(no title),0.902452
2,improper signature verification in software update channel,Taumode,23,CVE-2018-10642,(no title),0.901810
2,improper signature verification in software update channel,Taumode,24,CVE-2006-7052,(no title),0.901518
2,improper signature verification in software update channel,Taumode,25,CVE-2011-0434,(no title),0.901137
3,stack-based buffer overflow in DHCP client,Cosine,1,CVE-2025-20286,ISE on AWS Static Credential,0.835500
3,stack-based buffer overflow in DHCP client,Cosine,2,CVE-2015-6420,(no title),0.825448
3,stack-based buffer overflow in DHCP client,Cosine,3,CVE-2018-0238,(no title),0.823058
3,stack-based buffer overflow in DHCP client,Cosine,4,CVE-2024-10125,Lack of JWT issuer and signer validation,0.820358
3,stack-based buffer overflow in DHCP client,Cosine,5,CVE-2008-3081,(no title),0.819729
3,stack-based buffer overflow in DHCP client,Cosine,6,CVE-2021-30648,(no title),0.819645
3,stack-based buffer overflow in DHCP client,Cosine,7,CVE-2008-6573,(no title),0.815832
3,stack-based buffer overflow in DHCP client,Cosine,8,CVE-2008-6706,(no title),0.815763
3,stack-based buffer overflow in DHCP client,Cosine,9,CVE-2020-21524,(no title),0.815651
3,stack-based buffer overflow in DHCP client,Cosine,10,CVE-2019-5537,(no title),0.814666
3,stack-based buffer overflow in DHCP client,Cosine,11,CVE-2017-6147,(no title),0.814123
3,stack-based buffer overflow in DHCP client,Cosine,12,CVE-2018-12182,(no title),0.814078
3,stack-based buffer overflow in DHCP client,Cosine,13,CVE-2019-14688,(no title),0.813972
3,stack-based buffer overflow in DHCP client,Cosine,14,CVE-2015-7494,(no title),0.812510
3,stack-based buffer overflow in DHCP client,Cosine,15,CVE-2019-7225,(no title),0.811876
3,stack-based buffer overflow in DHCP client,Cosine,16,CVE-2023-29927,(no title),0.811786
3,stack-based buffer overflow in DHCP client,Cosine,17,CVE-2019-5538,(no title),0.811464
3,stack-based buffer overflow in DHCP client,Cosine,18,CVE-2026-25963,Fleet: Authorization Bypass in certificate template batch deletion for team administrators,0.810514
3,stack-based buffer overflow in DHCP client,Cosine,19,CVE-2022-23083,(no title),0.809889
3,stack-based buffer overflow in DHCP client,Cosine,20,CVE-2023-20889,(no title),0.809267
3,stack-based buffer overflow in DHCP client,Cosine,21,CVE-2024-37293,aws-deployment-framework's potential risk can lead to privilege escalation,0.809118
3,stack-based buffer overflow in DHCP client,Cosine,22,CVE-2010-0184,(no title),0.808416
3,stack-based buffer overflow in DHCP client,Cosine,23,CVE-2023-20888,(no title),0.808033
3,stack-based buffer overflow in DHCP client,Cosine,24,CVE-2021-26988,(no title),0.807396
3,stack-based buffer overflow in DHCP client,Cosine,25,CVE-2022-29597,(no title),0.806621
3,stack-based buffer overflow in DHCP client,Hybrid,1,CVE-2025-20286,ISE on AWS Static Credential,0.881495
3,stack-based buffer overflow in DHCP client,Hybrid,2,CVE-2015-6420,(no title),0.874159
3,stack-based buffer overflow in DHCP client,Hybrid,3,CVE-2018-0238,(no title),0.872529
3,stack-based buffer overflow in DHCP client,Hybrid,4,CVE-2024-10125,Lack of JWT issuer and signer validation,0.870566
3,stack-based buffer overflow in DHCP client,Hybrid,5,CVE-2008-3081,(no title),0.870135
3,stack-based buffer overflow in DHCP client,Hybrid,6,CVE-2021-30648,(no title),0.870017
3,stack-based buffer overflow in DHCP client,Hybrid,7,CVE-2008-6573,(no title),0.867235
3,stack-based buffer overflow in DHCP client,Hybrid,8,CVE-2020-21524,(no title),0.867217
3,stack-based buffer overflow in DHCP client,Hybrid,9,CVE-2008-6706,(no title),0.867212
3,stack-based buffer overflow in DHCP client,Hybrid,10,CVE-2019-5537,(no title),0.866473
3,stack-based buffer overflow in DHCP client,Hybrid,11,CVE-2017-6147,(no title),0.866162
3,stack-based buffer overflow in DHCP client,Hybrid,12,CVE-2018-12182,(no title),0.865983
3,stack-based buffer overflow in DHCP client,Hybrid,13,CVE-2019-14688,(no title),0.865893
3,stack-based buffer overflow in DHCP client,Hybrid,14,CVE-2015-7494,(no title),0.864860
3,stack-based buffer overflow in DHCP client,Hybrid,15,CVE-2019-7225,(no title),0.864409
3,stack-based buffer overflow in DHCP client,Hybrid,16,CVE-2023-29927,(no title),0.864354
3,stack-based buffer overflow in DHCP client,Hybrid,17,CVE-2019-5538,(no title),0.864172
3,stack-based buffer overflow in DHCP client,Hybrid,18,CVE-2026-25963,Fleet: Authorization Bypass in certificate template batch deletion for team administrators,0.863430
3,stack-based buffer overflow in DHCP client,Hybrid,19,CVE-2022-23083,(no title),0.863003
3,stack-based buffer overflow in DHCP client,Hybrid,20,CVE-2023-20889,(no title),0.862627
3,stack-based buffer overflow in DHCP client,Hybrid,21,CVE-2024-37293,aws-deployment-framework's potential risk can lead to privilege escalation,0.862495
3,stack-based buffer overflow in DHCP client,Hybrid,22,CVE-2010-0184,(no title),0.861975
3,stack-based buffer overflow in DHCP client,Hybrid,23,CVE-2023-20888,(no title),0.861693
3,stack-based buffer overflow in DHCP client,Hybrid,24,CVE-2021-26988,(no title),0.861258
3,stack-based buffer overflow in DHCP client,Hybrid,25,CVE-2022-29597,(no title),0.860663
3,stack-based buffer overflow in DHCP client,Taumode,1,CVE-2025-20286,ISE on AWS Static Credential,0.930777
3,stack-based buffer overflow in DHCP client,Taumode,2,CVE-2015-6420,(no title),0.926350
3,stack-based buffer overflow in DHCP client,Taumode,3,CVE-2018-0238,(no title),0.925535
3,stack-based buffer overflow in DHCP client,Taumode,4,CVE-2024-10125,Lack of JWT issuer and signer validation,0.924361
3,stack-based buffer overflow in DHCP client,Taumode,5,CVE-2008-3081,(no title),0.924140
3,stack-based buffer overflow in DHCP client,Taumode,6,CVE-2021-30648,(no title),0.923985
3,stack-based buffer overflow in DHCP client,Taumode,7,CVE-2020-21524,(no title),0.922467
3,stack-based buffer overflow in DHCP client,Taumode,8,CVE-2008-6706,(no title),0.922336
3,stack-based buffer overflow in DHCP client,Taumode,9,CVE-2008-6573,(no title),0.922309
3,stack-based buffer overflow in DHCP client,Taumode,10,CVE-2019-5537,(no title),0.921980
3,stack-based buffer overflow in DHCP client,Taumode,11,CVE-2017-6147,(no title),0.921918
3,stack-based buffer overflow in DHCP client,Taumode,12,CVE-2018-12182,(no title),0.921595
3,stack-based buffer overflow in DHCP client,Taumode,13,CVE-2019-14688,(no title),0.921524
3,stack-based buffer overflow in DHCP client,Taumode,14,CVE-2015-7494,(no title),0.920949
3,stack-based buffer overflow in DHCP client,Taumode,15,CVE-2019-7225,(no title),0.920695
3,stack-based buffer overflow in DHCP client,Taumode,16,CVE-2023-29927,(no title),0.920677
3,stack-based buffer overflow in DHCP client,Taumode,17,CVE-2019-5538,(no title),0.920646
3,stack-based buffer overflow in DHCP client,Taumode,18,CVE-2026-25963,Fleet: Authorization Bypass in certificate template batch deletion for team administrators,0.920125
3,stack-based buffer overflow in DHCP client,Taumode,19,CVE-2022-23083,(no title),0.919912
3,stack-based buffer overflow in DHCP client,Taumode,20,CVE-2023-20889,(no title),0.919799
3,stack-based buffer overflow in DHCP client,Taumode,21,CVE-2024-37293,aws-deployment-framework's potential risk can lead to privilege escalation,0.919685
3,stack-based buffer overflow in DHCP client,Taumode,22,CVE-2010-0184,(no title),0.919359
3,stack-based buffer overflow in DHCP client,Taumode,23,CVE-2023-20888,(no title),0.919186
3,stack-based buffer overflow in DHCP client,Taumode,24,CVE-2021-26988,(no title),0.918967
3,stack-based buffer overflow in DHCP client,Taumode,25,CVE-2009-0115,(no title),0.918629
4,local privilege escalation via race condition in kernel,Cosine,1,CVE-2026-24516,(no title),0.885193
4,local privilege escalation via race condition in kernel,Cosine,2,CVE-2022-23653,B2 Command Line Tool TOCTOU application key disclosure ,0.874691
4,local privilege escalation via race condition in kernel,Cosine,3,CVE-2025-34234,Vasion Print (formerly PrinterLogic) Hardcoded Encryption Private Keys,0.872922
4,local privilege escalation via race condition in kernel,Cosine,4,CVE-2026-26224,Intego Log Reporter TOCTOU Local Privilege Escalation,0.872101
4,local privilege escalation via race condition in kernel,Cosine,5,CVE-2022-30314,(no title),0.871550
4,local privilege escalation via race condition in kernel,Cosine,6,CVE-2025-14740,Docker Desktop for Windows Incorrect Permission Assignment Privilege Escalation Vulnerabilities,0.870973
4,local privilege escalation via race condition in kernel,Cosine,7,CVE-2025-62156,argo-workflows Zip Slip path traversal allows arbitrary file write and container configuration overwrite,0.870369
4,local privilege escalation via race condition in kernel,Cosine,8,CVE-2025-15576,Jail chroot escape via fd exchange with a different jail,0.866421
4,local privilege escalation via race condition in kernel,Cosine,9,CVE-2023-37264,Pipelines do not validate child UIDs,0.866282
4,local privilege escalation via race condition in kernel,Cosine,10,CVE-2024-50106,nfsd: fix race between laundromat and free_stateid,0.865853
4,local privilege escalation via race condition in kernel,Cosine,11,CVE-2025-24376,The kubewarden-controller AdmissionPolicy and AdmissionPolicyGroup policies can be used to alter PolicyReport resources,0.865716
4,local privilege escalation via race condition in kernel,Cosine,12,CVE-2021-39155,Authorization Policy Bypass Due to Case Insensitive Host Comparison,0.865533
4,local privilege escalation via race condition in kernel,Cosine,13,CVE-2022-30316,(no title),0.864897
4,local privilege escalation via race condition in kernel,Cosine,14,CVE-2023-50260,Wazuh's vulnerability in host_deny AR script allows arbitrary command execution,0.864848
4,local privilege escalation via race condition in kernel,Cosine,15,CVE-2024-55642,block: Prevent potential deadlocks in zone write plug error recovery,0.864796
4,local privilege escalation via race condition in kernel,Cosine,16,CVE-2017-1000411,(no title),0.864014
4,local privilege escalation via race condition in kernel,Cosine,17,CVE-2023-39903,(no title),0.863781
4,local privilege escalation via race condition in kernel,Cosine,18,CVE-2021-41090,Instance config inline secret exposure,0.863362
4,local privilege escalation via race condition in kernel,Cosine,19,CVE-2026-24046,Backstage has a Possible Symlink Path Traversal in Scaffolder Actions,0.863039
4,local privilege escalation via race condition in kernel,Cosine,20,CVE-2018-6597,(no title),0.862918
4,local privilege escalation via race condition in kernel,Cosine,21,CVE-2026-29054,"Traefik: lowercase `Connection` tokens can delete traefik-managed forwarded identity headers (for example, `X-Real-Ip`)",0.862673
4,local privilege escalation via race condition in kernel,Cosine,22,CVE-2023-24827,Credential disclosure in syft when SYFT_ATTEST_PASSWORD environment variable set in syft,0.862452
4,local privilege escalation via race condition in kernel,Cosine,23,CVE-2026-32146,Improper Path Validation in Git Dependency Handling Allows Arbitrary File System Modification,0.862423
4,local privilege escalation via race condition in kernel,Cosine,24,CVE-2025-21739,scsi: ufs: core: Fix use-after free in init error and remove paths,0.862394
4,local privilege escalation via race condition in kernel,Cosine,25,CVE-2025-45582,(no title),0.862110
4,local privilege escalation via race condition in kernel,Hybrid,1,CVE-2022-23653,B2 Command Line Tool TOCTOU application key disclosure ,0.909730
4,local privilege escalation via race condition in kernel,Hybrid,2,CVE-2025-34234,Vasion Print (formerly PrinterLogic) Hardcoded Encryption Private Keys,0.908320
4,local privilege escalation via race condition in kernel,Hybrid,3,CVE-2026-26224,Intego Log Reporter TOCTOU Local Privilege Escalation,0.907792
4,local privilege escalation via race condition in kernel,Hybrid,4,CVE-2022-30314,(no title),0.907411
4,local privilege escalation via race condition in kernel,Hybrid,5,CVE-2025-14740,Docker Desktop for Windows Incorrect Permission Assignment Privilege Escalation Vulnerabilities,0.907029
4,local privilege escalation via race condition in kernel,Hybrid,6,CVE-2025-62156,argo-workflows Zip Slip path traversal allows arbitrary file write and container configuration overwrite,0.906637
4,local privilege escalation via race condition in kernel,Hybrid,7,CVE-2025-15576,Jail chroot escape via fd exchange with a different jail,0.903809
4,local privilege escalation via race condition in kernel,Hybrid,8,CVE-2023-37264,Pipelines do not validate child UIDs,0.903648
4,local privilege escalation via race condition in kernel,Hybrid,9,CVE-2024-50106,nfsd: fix race between laundromat and free_stateid,0.903376
4,local privilege escalation via race condition in kernel,Hybrid,10,CVE-2025-24376,The kubewarden-controller AdmissionPolicy and AdmissionPolicyGroup policies can be used to alter PolicyReport resources,0.903313
4,local privilege escalation via race condition in kernel,Hybrid,11,CVE-2021-39155,Authorization Policy Bypass Due to Case Insensitive Host Comparison,0.903108
4,local privilege escalation via race condition in kernel,Hybrid,12,CVE-2024-55642,block: Prevent potential deadlocks in zone write plug error recovery,0.902639
4,local privilege escalation via race condition in kernel,Hybrid,13,CVE-2023-50260,Wazuh's vulnerability in host_deny AR script allows arbitrary command execution,0.902634
4,local privilege escalation via race condition in kernel,Hybrid,14,CVE-2022-30316,(no title),0.902613
4,local privilege escalation via race condition in kernel,Hybrid,15,CVE-2017-1000411,(no title),0.902059
4,local privilege escalation via race condition in kernel,Hybrid,16,CVE-2023-39903,(no title),0.901907
4,local privilege escalation via race condition in kernel,Hybrid,17,CVE-2026-24046,Backstage has a Possible Symlink Path Traversal in Scaffolder Actions,0.901303
4,local privilege escalation via race condition in kernel,Hybrid,18,CVE-2018-6597,(no title),0.901274
