query_id,query_text,tau,k,head_mean,tail_mean,tail_std,tail_to_head_ratio,tail_cv,tail_decay,n_tail_items,total_items
11,what are the guidelines for triaging patients infected with coronavirus?,0.8,10,0.7888315648635581,0.7630525990041509,0.009956707759624626,0.9673200629796475,0.013048520865558919,0.003714084981355757,7,10
11,what are the guidelines for triaging patients infected with coronavirus?,1.0,10,0.7360402285588199,0.7139275971959184,0.006153625107896833,0.9699573059937248,0.008619396605575026,0.0022824893749654623,7,10
12,what are best practices in hospitals and at home in maintaining quarantine?,0.4,10,0.8858759004654019,0.86872305714137,0.00488828748043233,0.9806374196261344,0.005626980244449577,0.002343181217200182,7,10
12,what are best practices in hospitals and at home in maintaining quarantine?,0.5,10,0.8573451837454131,0.8359047142240316,0.006110040066343971,0.9749920219674924,0.007309493489357704,0.0029287649878437794,7,10
12,what are best practices in hospitals and at home in maintaining quarantine?,0.55,10,0.8430798253854187,0.8194955427653622,0.006720916366193056,0.972026038448643,0.008201284833732631,0.003221556873165578,7,10
12,what are best practices in hospitals and at home in maintaining quarantine?,0.6,10,0.8288144670254244,0.803086371306693,0.007331792669106057,0.9689579553177103,0.009129519477682802,0.0035143487584873767,7,10
12,what are best practices in hospitals and at home in maintaining quarantine?,0.65,10,0.81454910866543,0.7866781374093745,0.007941633369512556,0.9657835593218932,0.010095149454216825,0.003806203082458413,7,10
12,what are best practices in hospitals and at home in maintaining quarantine?,0.7,10,0.8002837503054357,0.7706951849062247,0.008135380047496796,0.9630274069816883,0.010555898371788424,0.003672776012260665,7,10
12,what are best practices in hospitals and at home in maintaining quarantine?,0.8,10,0.7717530335854468,0.7387292798999253,0.00881712618974974,0.9572094280833622,0.011935530957895948,0.004100386623351533,7,10
12,what are best practices in hospitals and at home in maintaining quarantine?,1.0,10,0.7146916001454694,0.6772336083548645,0.010119362865623645,0.9475885937613081,0.01494220419775917,0.004688506815335233,7,10
13,what are the transmission routes of coronavirus?,0.4,10,0.8918929597111908,0.881670706766293,0.002528298952159299,0.9885386998141482,0.0028676227221298423,0.0010824936415810363,7,10
13,what are the transmission routes of coronavirus?,0.5,10,0.8672138475495643,0.8549370508031575,0.0031448654232502393,0.9858434032377404,0.0036784760004211344,0.0013023427219894484,7,10
13,what are the transmission routes of coronavirus?,0.55,10,0.854874291468751,0.8420333775273224,0.003053929690067381,0.9849791787288786,0.003626851110148881,0.001408535089251222,7,10
13,what are the transmission routes of coronavirus?,0.6,10,0.8425347353879379,0.8291917502992467,0.0032071098445795062,0.98416328190606,0.0038677541635238092,0.001474539881700083,7,10
13,what are the transmission routes of coronavirus?,0.65,10,0.8301951793071248,0.8165362464910745,0.003313894819333153,0.9835473233806898,0.004058478522630259,0.0013544212542453099,7,10
13,what are the transmission routes of coronavirus?,0.7,10,0.8178556232263116,0.8038807426829022,0.003692717241582489,0.9829127780667685,0.004593613263154276,0.0013712813274161992,7,10
13,what are the transmission routes of coronavirus?,0.8,10,0.794400223684902,0.7780452868007501,0.0042369391205136185,0.9794122201926279,0.00544562018740004,0.0015537484640130797,7,10
13,what are the transmission routes of coronavirus?,1.0,10,0.7481816145531993,0.7292943835086749,0.00360051733395996,0.9747558204089211,0.004936987607991269,0.0015984791517829372,7,10
14,what evidence is there related to COVID-19 super spreaders,0.4,10,0.875454879197596,0.8473849476837726,0.00463080802138894,0.9679367467349647,0.00546482213785684,0.002079697911796265,7,10
14,what evidence is there related to COVID-19 super spreaders,0.5,10,0.8498352221308226,0.8198916917347142,0.007983534360835725,0.9647654867480899,0.009737303647929747,0.003598032435502988,7,10
14,what evidence is there related to COVID-19 super spreaders,0.55,10,0.8375700905808293,0.8083337933474711,0.009035689383335323,0.9650939096773576,0.011178166071613479,0.0041235487071023934,7,10
14,what evidence is there related to COVID-19 super spreaders,0.6,10,0.8267526474676267,0.7974906637775968,0.008562363375584267,0.9646061203678508,0.010736631492368327,0.00375487169648108,7,10
14,what evidence is there related to COVID-19 super spreaders,0.65,10,0.815935204354424,0.7880137725381517,0.008658896981199217,0.9657798417481398,0.010988255894702648,0.003543572253959404,7,10
14,what evidence is there related to COVID-19 super spreaders,0.7,10,0.8058853750809744,0.7794629782946598,0.008586116295710464,0.967213207233523,0.011015425408010412,0.0031079287188252114,7,10
14,what evidence is there related to COVID-19 super spreaders,0.8,10,0.7939517479003992,0.7670805188523089,0.007680821813107229,0.9661550854706836,0.01001305811363731,0.0030827963200884705,7,10
14,what evidence is there related to COVID-19 super spreaders,1.0,10,0.7862973501593499,0.7578802930448995,0.009828523831087968,0.9638596554996764,0.012968438315766698,0.004154884746082911,7,10
15,how long can the coronavirus live outside the body,0.4,10,0.8844820057807122,0.8632525848844068,0.004239755677721707,0.9759979052625647,0.004911373278180717,0.0017889813699216717,7,10
15,how long can the coronavirus live outside the body,0.5,10,0.855606500825037,0.8290698416656992,0.005299950334920508,0.9689849724917363,0.006392646395474092,0.0022362278913054456,7,10
15,how long can the coronavirus live outside the body,0.55,10,0.8411687483471993,0.8119784700563455,0.005830047780856838,0.9652979519885762,0.007180052176078357,0.002459851151997348,7,10
15,how long can the coronavirus live outside the body,0.6,10,0.8267309958693616,0.7948870984469915,0.006360145278938724,0.9614821537096426,0.008001319044383587,0.002683474412689251,7,10
15,how long can the coronavirus live outside the body,0.65,10,0.8122932433915242,0.7783806645706662,0.006316853363031465,0.9582508175504888,0.008115378054149984,0.002638453597724474,7,10
15,how long can the coronavirus live outside the body,0.7,10,0.7978554909136865,0.7618954399984041,0.006516564507129446,0.9549291177101487,0.008553095562749522,0.002841357729009667,7,10
15,how long can the coronavirus live outside the body,0.8,10,0.7689799859580112,0.7289249908538799,0.007609307309301277,0.9479115245707858,0.010439081393529333,0.0032471659915800366,7,10
15,how long can the coronavirus live outside the body,1.0,10,0.7120107106713673,0.6674159554010182,0.008494559066789392,0.9373678589352961,0.012727533703753636,0.0030169741840022474,7,10
16,how long does coronavirus remain stable  on surfaces?,0.4,10,0.8918502973208616,0.8736063495323344,0.007076617687457533,0.9795437105943313,0.008100465033531226,0.0024675976830377255,7,10
16,how long does coronavirus remain stable  on surfaces?,0.5,10,0.8658392836449632,0.8422336589078562,0.00873693001239693,0.9727367131718333,0.010373522739196043,0.0030844891089266374,7,10
16,how long does coronavirus remain stable  on surfaces?,0.55,10,0.8528337768070138,0.8265473135956167,0.009576245235401336,0.9691775068879039,0.01158584037221426,0.003392934821871117,7,10
16,how long does coronavirus remain stable  on surfaces?,0.6,10,0.8398282699690646,0.8108609682833776,0.01041970287666061,0.965508065492063,0.012850171958232869,0.0037013805348155493,7,10
16,how long does coronavirus remain stable  on surfaces?,0.65,10,0.8268227631311151,0.7951746229711382,0.011266372607434644,0.9617231871554578,0.014168425754506971,0.004009826247759997,7,10
16,how long does coronavirus remain stable  on surfaces?,0.7,10,0.8138172562931659,0.7794882776588992,0.012115581037801637,0.9578173375302572,0.015542993249609028,0.004318271960704477,7,10
16,how long does coronavirus remain stable  on surfaces?,0.8,10,0.7878062426172673,0.7481155870344204,0.01381974072037779,0.9496187597460694,0.018472734641394324,0.004935163386593389,7,10
16,how long does coronavirus remain stable  on surfaces?,1.0,10,0.7357842152654701,0.6853702057854635,0.01724307381287246,0.9314826161882023,0.025158773561087564,0.006168946238371197,7,10
17,are there any clinical trials available for the coronavirus,0.4,10,0.9383958835819612,0.9069133952105366,0.0058607959482436705,0.9664507390513559,0.006462354596585386,0.002660157487071015,7,10
17,are there any clinical trials available for the coronavirus,0.5,10,0.9231243760259611,0.8861093894702412,0.007270529191440059,0.9599024925383631,0.008205001863016858,0.003278310336685971,7,10
17,are there any clinical trials available for the coronavirus,0.55,10,0.9154886222479609,0.875729211480231,0.008549129585439725,0.956570284106752,0.009762298063563815,0.003606078285449708,7,10
17,are there any clinical trials available for the coronavirus,0.6,10,0.9078528684699608,0.8653490334902205,0.010038886169129395,0.9531820227088409,0.01160096767964189,0.003933846234213429,7,10
17,are there any clinical trials available for the coronavirus,0.65,10,0.9002171146919605,0.8549688555002104,0.011659135957174202,0.9497362819998891,0.013636913066678759,0.00426161418297715,7,10
17,are there any clinical trials available for the coronavirus,0.7,10,0.8925813609139605,0.8445886775102002,0.01336249467435052,0.9462315868274259,0.015821304535768112,0.004589382131740887,7,10
17,are there any clinical trials available for the coronavirus,0.8,10,0.8782513470846448,0.8234248242187432,0.01643352500843119,0.9375730842339175,0.01995752924260347,0.005579453969887603,7,10
17,are there any clinical trials available for the coronavirus,1.0,10,0.8505869802582192,0.7820116634912239,0.02110702185761128,0.9193788309031283,0.026990673979695897,0.00754776948824679,7,10
18,what are the best masks for preventing infection by Covid-19?,0.4,10,0.8627210735047509,0.8336128640097493,0.0049704147643768746,0.9662599994494729,0.005962497676042034,0.002063656771113674,7,10
18,what are the best masks for preventing infection by Covid-19?,0.5,10,0.8340444137036173,0.8036336969446424,0.0064126937045276555,0.9635382525686678,0.007979622717300502,0.0027533890275037087,7,10
18,what are the best masks for preventing infection by Covid-19?,0.55,10,0.8208288959359895,0.7933636195226281,0.006583992685144957,0.9665395838897183,0.008298833628275755,0.002532802191471419,7,10
18,what are the best masks for preventing infection by Covid-19?,0.6,10,0.8119453877052187,0.7850977906630499,0.007733836263490438,0.9669342329561751,0.009850793564148067,0.0034077020103006695,7,10
18,what are the best masks for preventing infection by Covid-19?,0.65,10,0.8048242715863282,0.7776076641558366,0.010589694324585067,0.9661831676909458,0.013618299835150336,0.004884023091353289,7,10
18,what are the best masks for preventing infection by Covid-19?,0.7,10,0.8025507279894372,0.7709148801498281,0.009418222187679657,0.9605808745337959,0.012216941753477654,0.003821666564673357,7,10
18,what are the best masks for preventing infection by Covid-19?,0.8,10,0.8026247463684534,0.7728644756735602,0.011188484117893919,0.9629213143133872,0.014476644314830265,0.004243424889499391,7,10
18,what are the best masks for preventing infection by Covid-19?,1.0,10,0.8417801138138242,0.808639952520538,0.013621893831948855,0.9606308574538079,0.01684543756401015,0.005748266101417575,7,10
19,what type of hand sanitizer is needed to destroy Covid-19?,0.4,10,0.877472391586532,0.8650238307511408,0.004061146232981313,0.9858131595309986,0.004694837400554421,0.0017051738844699857,7,10
19,what type of hand sanitizer is needed to destroy Covid-19?,0.5,10,0.848398629156644,0.8335453654837162,0.005076686938491073,0.98249258878731,0.006090474674458794,0.002131532893984727,7,10
19,what type of hand sanitizer is needed to destroy Covid-19?,0.55,10,0.8338617479417,0.8178061328500039,0.0055844572957804,0.9807454711391574,0.006828583293107513,0.0023447123987421054,7,10
19,what type of hand sanitizer is needed to destroy Covid-19?,0.6,10,0.819324866726756,0.8020669002162919,0.006092227655084824,0.9789363569796062,0.00759566022914291,0.002557891903499484,7,10
19,what type of hand sanitizer is needed to destroy Covid-19?,0.65,10,0.804787985511812,0.7863276675825794,0.006599998015939259,0.9770618867806624,0.008393444982331279,0.0027710714082568627,7,10
19,what type of hand sanitizer is needed to destroy Covid-19?,0.7,10,0.7902511042968681,0.7705884349488673,0.007107768378011554,0.9751184538166564,0.009223819169415892,0.0029842509130142414,7,10
19,what type of hand sanitizer is needed to destroy Covid-19?,0.8,10,0.76117734186698,0.7391099696814427,0.008123309104896101,0.9710088950737662,0.010990663687566354,0.0034106099225289827,7,10
19,what type of hand sanitizer is needed to destroy Covid-19?,1.0,10,0.7034168085935866,0.6815759682793759,0.0074657133190553235,0.9689503576721755,0.010953604097724218,0.0029416009166340273,7,10
2,how does the coronavirus respond to changes in the weather,0.4,10,0.8723007621858428,0.8646961785149447,0.0019155972742067784,0.9912821540453063,0.0022153414364530707,0.0008026484607010735,7,10
2,how does the coronavirus respond to changes in the weather,0.5,10,0.8403765949248881,0.8308710654173154,0.0023944115446755962,0.9886889644892807,0.0028818087960169525,0.001003297891597302,7,10
2,how does the coronavirus respond to changes in the weather,0.55,10,0.8244145112944109,0.8139585088685006,0.002633818706653099,0.9873170567928343,0.0032358144524030114,0.0011036226070454244,7,10
2,how does the coronavirus respond to changes in the weather,0.6,10,0.8084524276639335,0.7970459523196859,0.0028732258805171107,0.9858909752090086,0.0036048434499353597,0.0012039473224935307,7,10
2,how does the coronavirus respond to changes in the weather,0.65,10,0.7924903440334563,0.7803637502250017,0.00282001279867125,0.984698117901683,0.0036137157804397727,0.0011025632762842027,7,10
2,how does the coronavirus respond to changes in the weather,0.7,10,0.7793350769413311,0.7646254359754463,0.003095608872853945,0.9811253959931895,0.00404852981238431,0.001187344001500144,7,10
2,how does the coronavirus respond to changes in the weather,0.8,10,0.7580361581481984,0.7310009723087129,0.0035376604862794327,0.9643352291986578,0.004839474392361581,0.0013569054519320112,7,10
2,how does the coronavirus respond to changes in the weather,1.0,10,0.7279476956520013,0.6660312987697591,0.004495153213843867,0.9149438932878473,0.006749162122180988,0.0018602924627139084,7,10
20,are patients taking Angiotensin-converting enzyme inhibitors (ACE) at increased risk for COVID-19?,0.4,10,0.9221150102653152,0.9104118494346664,0.0020412787958690123,0.9873083501511579,0.00224214875623222,0.0009648237565965825,7,10
20,are patients taking Angiotensin-converting enzyme inhibitors (ACE) at increased risk for COVID-19?,0.5,10,0.9042738405359025,0.8880154247446107,0.0025513276675554813,0.9820204731548393,0.002873066836974405,0.0012058836939283937,7,10
20,are patients taking Angiotensin-converting enzyme inhibitors (ACE) at increased risk for COVID-19?,0.55,10,0.8953532556711963,0.8772862601768571,0.0022157158658727433,0.979821377339165,0.0025256475183209467,0.0009390610355261167,7,10
20,are patients taking Angiotensin-converting enzyme inhibitors (ACE) at increased risk for COVID-19?,0.6,10,0.8864326708064899,0.8672486463259891,0.0020054558718517563,0.9783581707756248,0.002312434709869732,0.0009766135855196717,7,10
20,are patients taking Angiotensin-converting enzyme inhibitors (ACE) at increased risk for COVID-19?,0.65,10,0.8775120859417836,0.85799553816344,0.002539135519136426,0.9777592262363001,0.0029593807965149874,0.001184877194107489,7,10
20,are patients taking Angiotensin-converting enzyme inhibitors (ACE) at increased risk for COVID-19?,0.7,10,0.870117818116849,0.8482009973666853,0.0033024212865688926,0.9748116630945484,0.003893441880900341,0.0012997996031397824,7,10
20,are patients taking Angiotensin-converting enzyme inhibitors (ACE) at increased risk for COVID-19?,0.8,10,0.8569228112284066,0.8307281486755437,0.005656649981621315,0.9694317128571794,0.006809267256249704,0.002306483599068297,7,10
20,are patients taking Angiotensin-converting enzyme inhibitors (ACE) at increased risk for COVID-19?,1.0,10,0.8490878540469585,0.8051484314593623,0.010807973566845805,0.9482510291742248,0.013423578988107745,0.004306780883961382,7,10
21,what are the mortality rates overall and in specific populations,0.4,10,0.8541447035757918,0.8431714691350294,0.004489854630896911,0.9871529561737912,0.005324960337548951,0.0019099049346417627,7,10
21,what are the mortality rates overall and in specific populations,0.5,10,0.8177488450799415,0.8039885666257194,0.005658011077044662,0.9831729772080853,0.007037427286797021,0.002410845407169499,7,10
21,what are the mortality rates overall and in specific populations,0.55,10,0.7995728187247447,0.7843877284170379,0.00622381023276289,0.981008496096796,0.007934609386767277,0.002651928689406954,7,10
21,what are the mortality rates overall and in specific populations,0.6,10,0.7813967923695477,0.7647868902083566,0.006789609392399785,0.978743319241403,0.008877779521756762,0.002893011971644377,7,10
21,what are the mortality rates overall and in specific populations,0.65,10,0.7632207660143507,0.7451860519996751,0.007355408555051076,0.9763702524646237,0.0098705665991911,0.0031340952538818157,7,10
21,what are the mortality rates overall and in specific populations,0.7,10,0.745044739659154,0.7255852137909936,0.007921207720070832,0.9738813995558673,0.010916991649656952,0.003375178536119255,7,10
21,what are the mortality rates overall and in specific populations,0.8,10,0.7086926869487602,0.6866669051784813,0.00878032276714997,0.9689205459913665,0.012786873374751843,0.0036719434375236393,7,10
21,what are the mortality rates overall and in specific populations,1.0,10,0.6732410598214275,0.6417926722320979,0.009257690072994689,0.9532880724807976,0.014424736326136703,0.003575093935490952,7,10
22,are cardiac complications likely in patients with COVID-19?,0.4,10,0.9235967014082368,0.9037583735622379,0.003009503427501308,0.9785205730859033,0.0033299867702902748,0.0012264616366560257,7,10
22,are cardiac complications likely in patients with COVID-19?,0.5,10,0.9077835413875137,0.8876300265107162,0.003968335258298153,0.977799206575178,0.004470708673407235,0.0014873146267162043,7,10
22,are cardiac complications likely in patients with COVID-19?,0.55,10,0.9017574773238201,0.8817850782477636,0.0037316671999262554,0.9778516956295952,0.0042319464141325975,0.0016125864534592335,7,10
22,are cardiac complications likely in patients with COVID-19?,0.6,10,0.8964679836425011,0.8759007218694856,0.005225810438646993,0.9770574497379737,0.005966213188514382,0.0022645553400268653,7,10
22,are cardiac complications likely in patients with COVID-19?,0.65,10,0.8920381114859893,0.8696479562662901,0.007185626144019205,0.9749000015454486,0.008262683873678804,0.00327658281003061,7,10
22,are cardiac complications likely in patients with COVID-19?,0.7,10,0.8902978971548446,0.8629391491586933,0.006353335987154346,0.9692701194919334,0.0073624380042885,0.003135899783448589,7,10
22,are cardiac complications likely in patients with COVID-19?,0.8,10,0.8868174684925547,0.8509331582112732,0.005047993068110816,0.9595358553973018,0.005932302695457402,0.00234170799409082,7,10
22,are cardiac complications likely in patients with COVID-19?,1.0,10,0.8840225748337097,0.8302125066078697,0.008223714381578887,0.9391304365321643,0.009905553477120953,0.0030928813309492992,7,10
23,what kinds of complications related to COVID-19 are associated with hypertension?,0.4,10,0.9197993480564289,0.8962122013397353,0.005394953036917117,0.9743562041367673,0.006019727279825331,0.002255905730853388,7,10
23,what kinds of complications related to COVID-19 are associated with hypertension?,0.5,10,0.9041849781840305,0.8702680105997439,0.006743391724961461,0.9624889061390893,0.007748637940068902,0.002819872322496967,7,10
23,what kinds of complications related to COVID-19 are associated with hypertension?,0.55,10,0.8963777932478315,0.857753502466208,0.006912177086375693,0.9569107009649617,0.008058465592389704,0.0027308847137247827,7,10
23,what kinds of complications related to COVID-19 are associated with hypertension?,0.6,10,0.8885706083116324,0.8456664695902262,0.007006390415624642,0.95171555493724,0.008285051693038793,0.0029791344059086266,7,10
23,what kinds of complications related to COVID-19 are associated with hypertension?,0.65,10,0.8807634233754332,0.8335794367142445,0.007597490191457656,0.9464283082052147,0.009114296558711916,0.003227384098092486,7,10
23,what kinds of complications related to COVID-19 are associated with hypertension?,0.7,10,0.872956238439234,0.8214924038382626,0.00858342843698438,0.941046489692331,0.01044857919182209,0.0034756337902763145,7,10
23,what kinds of complications related to COVID-19 are associated with hypertension?,0.8,10,0.8582078329880725,0.7969472104771977,0.010800513285857575,0.9286179639055728,0.013552357225004176,0.00397213317464405,7,10
23,what kinds of complications related to COVID-19 are associated with hypertension?,1.0,10,0.8326741278716475,0.7668301891253074,0.011120794068891023,0.9209247212776501,0.014502290372234912,0.004456004503300589,7,10
24,what kinds of complications related to COVID-19 are associated with diabetes,0.4,10,0.9421692257747712,0.9315851822422163,0.004065547405541289,0.988766303076975,0.0043641177243244605,0.0018956825161430904,7,10
24,what kinds of complications related to COVID-19 are associated with diabetes,0.5,10,0.9277118373536267,0.9144822259434708,0.005082003998395376,0.9857395250578085,0.005557247428349167,0.0023696965996572767,7,10
24,what kinds of complications related to COVID-19 are associated with diabetes,0.55,10,0.9204831431430543,0.9059307477940981,0.0055902323072170535,0.9841904814255847,0.006170706006865343,0.0026067036414143857,7,10
24,what kinds of complications related to COVID-19 are associated with diabetes,0.6,10,0.913254448932482,0.897461285114218,0.006005225464272095,0.9827067211808003,0.0066913476535178035,0.002761695213678924,7,10
24,what kinds of complications related to COVID-19 are associated with diabetes,0.65,10,0.9060257547219096,0.8890555385767158,0.0063594989527635155,0.9812696095483483,0.007153095253131658,0.002852970643565394,7,10
24,what kinds of complications related to COVID-19 are associated with diabetes,0.7,10,0.8987970605113375,0.8806497920392139,0.006726729870512198,0.9798093815952187,0.007638371042972628,0.0029442460734518316,7,10
24,what kinds of complications related to COVID-19 are associated with diabetes,0.8,10,0.8843396720901927,0.8638382989642095,0.007492379574852999,0.9768173092613532,0.008673358872646399,0.0033220127502609736,7,10
24,what kinds of complications related to COVID-19 are associated with diabetes,1.0,10,0.8554248952479035,0.8305359765251114,0.00882308009099346,0.9709046125953824,0.010623356892868677,0.003831886499014606,7,10
25,which biomarkers predict the severe clinical course of 2019-nCOV infection?,0.4,10,0.909568149288743,0.873509645249659,0.0016206324653640614,0.960356456998543,0.0018553114715760995,0.0006320329858529357,7,10
25,which biomarkers predict the severe clinical course of 2019-nCOV infection?,0.5,10,0.8869612094640562,0.8418883399009688,0.0020260868636071995,0.9491828175999686,0.002406598081457605,0.0007902990591164283,7,10
25,which biomarkers predict the severe clinical course of 2019-nCOV infection?,0.55,10,0.875657739551713,0.8260776872266238,0.0022288141145604726,0.943379644710876,0.0026980684129639565,0.0008694320957481905,7,10
25,which biomarkers predict the severe clinical course of 2019-nCOV infection?,0.6,10,0.8643542696393695,0.8107708202774911,0.0021821099517525667,0.9380075378302525,0.0026914016848876314,0.0008541796013309241,7,10
25,which biomarkers predict the severe clinical course of 2019-nCOV infection?,0.65,10,0.8530507997270261,0.7962077094670688,0.0034655725140452817,0.9333649411287733,0.004352598540354398,0.001489615317796281,7,10
25,which biomarkers predict the severe clinical course of 2019-nCOV infection?,0.7,10,0.8417473298146828,0.7821505177289028,0.005525974506121407,0.9291986918462803,0.00706510368639395,0.0025728764621417233,7,10
25,which biomarkers predict the severe clinical course of 2019-nCOV infection?,0.8,10,0.8191403899899959,0.7540361342525707,0.01065866931393597,0.9205212482096989,0.014135488778002992,0.004739398750832656,7,10
25,which biomarkers predict the severe clinical course of 2019-nCOV infection?,1.0,10,0.7744437168785906,0.6977976413621455,0.020896497769369235,0.901030799468077,0.029946357698455297,0.008638849376288418,7,10
26,what are the initial symptoms of Covid-19?,0.4,10,0.927735551857951,0.8985872225552838,0.00260617838488756,0.9685812091125616,0.0029003065250320986,0.001114818733686272,7,10
26,what are the initial symptoms of Covid-19?,0.5,10,0.9100327673363248,0.8738690664792504,0.0039989725475149535,0.9602611003085901,0.004576169017661305,0.0017108763886680225,7,10
26,what are the initial symptoms of Covid-19?,0.55,10,0.9015276274337021,0.8613615945734381,0.00456487070690037,0.9554466977627729,0.005299598607203955,0.0019871400400118017,7,10
26,what are the initial symptoms of Covid-19?,0.6,10,0.8931137908113126,0.8488149926903829,0.0050723525772745715,0.9503996035256735,0.0059758046464252115,0.0022242737141127916,7,10
26,what are the initial symptoms of Covid-19?,0.65,10,0.8846999541889232,0.8362683908073276,0.005581569907755987,0.9452565096762136,0.006674376275740351,0.0024614073882137815,7,10
26,what are the initial symptoms of Covid-19?,0.7,10,0.8762861175665337,0.8246503132560401,0.005153448241018338,0.9410742641297486,0.006249252753776956,0.0022848577905575534,7,10
26,what are the initial symptoms of Covid-19?,0.8,10,0.8594584443217549,0.8026107119433756,0.008245023175770584,0.9338563338879742,0.010272754964616361,0.003509319035994623,7,10
26,what are the initial symptoms of Covid-19?,1.0,10,0.8426543439723612,0.7713944957098258,0.013174269599937055,0.9154340700047792,0.017078511284701725,0.005524348320847662,7,10
27,what is known about those infected with Covid-19 but are asymptomatic?,0.4,10,0.9205398341437036,0.9051777859562389,0.0035588049116262815,0.9833119137079444,0.003931608758898921,0.0014513728427991226,7,10
27,what is known about those infected with Covid-19 but are asymptomatic?,0.5,10,0.9006756316965251,0.8832286124178518,0.0035648359829540967,0.9806289648962636,0.004036141869538515,0.001587991211860643,7,10
27,what is known about those infected with Covid-19 but are asymptomatic?,0.55,10,0.8910074802015543,0.872409095329982,0.005091086714742362,0.9791265670773436,0.0058356644170665115,0.0025400209654775313,7,10
27,what is known about those infected with Covid-19 but are asymptomatic?,0.6,10,0.8831580234064212,0.8608101376564673,0.005554002193122219,0.9746954846611073,0.0064520641081700575,0.002770963911316704,7,10
27,what is known about those infected with Covid-19 but are asymptomatic?,0.65,10,0.8753085666112882,0.8492111799829528,0.0060169176840648665,0.9701849294936412,0.007085302014259458,0.0030019068571558926,7,10
